[20:57:48.321] Global cache location '/home/euki/.cache/typescript/4.5', safe file path '/home/euki/.fnm/node-versions/v16.3.0/installation/lib/node_modules/typescript/lib/typingSafeList.json', types map path /home/euki/.fnm/node-versions/v16.3.0/installation/lib/node_modules/typescript/lib/typesMap.json
[20:57:48.322] Processing cache location '/home/euki/.cache/typescript/4.5'
[20:57:48.322] Trying to find '/home/euki/.cache/typescript/4.5/package.json'...
[20:57:48.326] Loaded content of '/home/euki/.cache/typescript/4.5/package.json': {"private":true,"dependencies":{"types-registry":"^0.1.583"},"devDependencies":{"@types/argparse":"^2.0.10","@types/aria-query":"^5.0.0","@types/arr-diff":"^4.0.0","@types/arr-union":"^3.1.0","@types/array-unique":"^0.3.0","@types/array.prototype.flat":"^1.2.1","@types/array.prototype.flatmap":"^1.2.2","@types/asap":"^2.0.0","@types/atob":"^2.1.2","@types/babel__core":"^7.1.18","@types/babel__preset-env":"^7.9.2","@types/balanced-match":"^1.0.2","@types/bcrypt":"^5.0.0","@types/body-parser":"^1.19.2","@types/brace-expansion":"^1.1.0","@types/braces":"^3.0.1","@types/bser":"^2.0.1","@types/buffer-from":"^1.1.0","@types/call-bind":"^1.0.0","@types/camelcase-css":"^2.0.0","@types/caniuse-lite":"^1.0.1","@types/co":"^4.6.3","@types/color-convert":"^2.0.0","@types/color-name":"^1.1.1","@types/combined-stream":"^1.0.3","@types/component-emitter":"^1.2.11","@types/concat-map":"^0.0.1","@types/config":"^0.0.41","@types/convert-source-map":"^1.5.2","@types/core-js":"^2.5.5","@types/cors":"^2.8.12","@types/cross-spawn":"^6.0.2","@types/css":"^0.0.33","@types/cssesc":"^3.0.0","@types/cssom":"^0.4.1","@types/cssstyle":"^2.2.1","@types/damerau-levenshtein":"^1.0.0","@types/data-urls":"^2.0.1","@types/debug":"^4.1.7","@types/decode-uri-component":"^0.2.0","@types/dedent":"^0.7.0","@types/define-properties":"^1.1.3","@types/defined":"^1.0.0","@types/detective":"^5.1.2","@types/didyoumean":"^1.2.0","@types/dir-glob":"^2.0.1","@types/dlv":"^1.1.2","@types/doctrine":"^0.0.5","@types/domexception":"^2.0.1","@types/end-of-stream":"^1.4.1","@types/es-abstract":"^1.17.3","@types/es-to-primitive":"^1.2.4","@types/escodegen":"^0.0.7","@types/eslint":"^8.4.1","@types/eslint-config-prettier":"^6.11.0","@types/eslint-scope":"^3.7.3","@types/eslint-utils":"^3.0.1","@types/eslint-visitor-keys":"^1.0.0","@types/esprima":"^4.0.3","@types/esquery":"^1.0.2","@types/estraverse":"^5.1.1","@types/esutils":"^2.0.0","@types/exit":"^0.1.31","@types/express":"^4.17.13","@types/fast-levenshtein":"^0.0.2","@types/fb-watchman":"^2.0.1","@types/file-entry-cache":"^5.0.2","@types/fill-range":"^7.0.0","@types/flat-cache":"^2.0.0","@types/function-bind":"^1.1.6","@types/functional-red-black-tree":"^1.0.1","@types/get-intrinsic":"^1.0.0","@types/get-value":"^3.0.2","@types/glob":"^7.2.0","@types/glob-parent":"^5.1.1","@types/graceful-fs":"^4.1.5","@types/has":"^1.0.0","@types/has-symbols":"^1.0.0","@types/hosted-git-info":"^3.0.2","@types/html-encoding-sniffer":"^2.0.2","@types/html-escaper":"^3.0.0","@types/imurmurhash":"^0.1.1","@types/inherits":"^0.0.30","@types/internal-slot":"^1.0.1","@types/is-bigint":"^1.0.0","@types/is-boolean-object":"^1.1.0","@types/is-buffer":"^2.0.0","@types/is-callable":"^1.1.0","@types/is-ci":"^3.0.0","@types/is-core-module":"^2.2.0","@types/is-data-descriptor":"^1.0.0","@types/is-date-object":"^1.0.2","@types/is-glob":"^4.0.2","@types/is-number":"^7.0.2","@types/is-regex":"^1.0.0","@types/is-string":"^1.0.0","@types/is-typedarray":"^1.0.0","@types/is-windows":"^1.0.0","@types/isarray":"^2.0.0","@types/isexe":"^2.0.1","@types/istanbul-lib-coverage":"^2.0.4","@types/istanbul-lib-instrument":"^1.7.4","@types/istanbul-lib-report":"^3.0.0","@types/istanbul-lib-source-maps":"^4.0.1","@types/istanbul-reports":"^3.0.1","@types/jest":"^27.4.1","@types/js-yaml":"^4.0.5","@types/jsdom":"^16.2.14","@types/jsesc":"^3.0.1","@types/jsonwebtoken":"^8.5.8","@types/jws":"^3.2.4","@types/kind-of":"^6.0.0","@types/language-tags":"^1.0.0","@types/lodash":"^4.14.178","@types/lodash.debounce":"^4.0.6","@types/lodash.includes":"^4.3.6","@types/lodash.isboolean":"^3.0.6","@types/lodash.isinteger":"^4.0.6","@types/lodash.isnumber":"^3.0.6","@types/lodash.isplainobject":"^4.0.6","@types/lodash.isstring":"^4.0.6","@types/lodash.merge":"^4.6.6","@types/lodash.once":"^4.1.6","@types/lowlight":"^0.0.3","@types/lru-cache":"^5.1.1","@types/lz-string":"^1.3.34","@types/merge-descriptors":"^1.0.1","@types/merge-stream":"^1.1.2","@types/merge2":"^1.3.1","@types/micromatch":"^4.0.2","@types/mime-db":"^1.43.1","@types/mime-types":"^2.1.1","@types/min-indent":"^1.0.0","@types/minimatch":"^3.0.5","@types/minimist":"^1.2.2","@types/ms":"^0.7.31","@types/natural-compare":"^1.4.1","@types/nice-try":"^2.1.0","@types/node-int64":"^0.4.29","@types/node-notifier":"^8.0.2","@types/nopt":"^3.0.29","@types/normalize-package-data":"^2.4.1","@types/normalize-path":"^3.0.0","@types/npmlog":"^4.1.4","@types/nunjucks":"^3.2.1","@types/nwsapi":"^2.2.2","@types/object-assign":"^4.0.30","@types/object-hash":"^2.2.1","@types/object-inspect":"^1.8.1","@types/object-keys":"^1.0.1","@types/object.fromentries":"^2.0.1","@types/object.pick":"^1.3.1","@types/once":"^1.4.0","@types/parse-json":"^4.0.0","@types/parse5":"^6.0.3","@types/pascalcase":"^1.0.1","@types/path-is-absolute":"^1.0.0","@types/path-parse":"^1.0.19","@types/pg":"^8.6.4","@types/pg-pool":"^2.0.3","@types/picomatch":"^2.3.0","@types/postcss-flexbugs-fixes":"^4.2.1","@types/postcss-gap-properties":"^2.0.1","@types/postcss-preset-env":"^6.7.3","@types/prelude-ls":"^1.1.29","@types/prettier":"^2.4.3","@types/prompts":"^2.0.14","@types/prop-types":"^15.7.4","@types/psl":"^1.1.0","@types/pump":"^1.1.1","@types/punycode":"^2.1.0","@types/react":"^17.0.39","@types/react-dom":"^17.0.11","@types/react-is":"^17.0.3","@types/react-lifecycles-compat":"^3.0.1","@types/react-modal":"^3.13.1","@types/react-syntax-highlighter":"^13.5.2","@types/refractor":"^3.0.2","@types/regenerate":"^1.4.1","@types/regenerator-runtime":"^0.13.1","@types/regex-not":"^1.0.0","@types/repeat-element":"^1.1.1","@types/repeat-string":"^1.6.3","@types/require-directory":"^2.1.2","@types/resolve":"^1.20.1","@types/rimraf":"^3.0.2","@types/rsvp":"^4.0.4","@types/run-parallel":"^1.1.0","@types/safe-regex":"^1.1.3","@types/safer-buffer":"^2.1.0","@types/sane":"^2.0.1","@types/scheduler":"^0.16.2","@types/semver":"^7.3.9","@types/serve-static":"^1.13.10","@types/set-value":"^4.0.1","@types/shebang-command":"^1.2.0","@types/signal-exit":"^3.0.1","@types/source-map-support":"^0.5.4","@types/spdx-correct":"^2.0.0","@types/spdx-expression-parse":"^3.0.1","@types/sprintf":"^0.1.0","@types/sprintf-js":"^1.1.2","@types/stack-utils":"^2.0.1","@types/string.prototype.matchall":"^4.0.1","@types/strip-final-newline":"^3.0.0","@types/supertest":"^2.0.11","@types/supports-color":"^8.1.1","@types/symbol-tree":"^3.2.2","@types/tailwindcss":"^3.0.4","@types/testing-library__jest-dom":"^5.14.2","@types/text-table":"^0.2.2","@types/tmpl":"^1.0.0","@types/to-regex":"^3.0.0","@types/to-regex-range":"^5.0.0","@types/tough-cookie":"^4.0.1","@types/type-check":"^0.3.27","@types/type-detect":"^4.0.1","@types/universalify":"^1.0.0","@types/urix":"^0.1.0","@types/use-subscription":"^1.0.0","@types/util-deprecate":"^1.0.0","@types/uuid":"^8.3.4","@types/validate-npm-package-license":"^3.0.1","@types/vary":"^1.1.0","@types/w3c-hr-time":"^1.0.0","@types/w3c-xmlserializer":"^2.0.2","@types/webidl-conversions":"^6.1.1","@types/whatwg-encoding":"^1.0.0","@types/whatwg-mimetype":"^2.1.1","@types/whatwg-url":"^8.2.1","@types/which":"^2.0.1","@types/wrap-ansi":"^8.0.1","@types/write-file-atomic":"^3.0.3","@types/ws":"^8.2.2","@types/xtend":"^4.0.4","@types/yallist":"^4.0.1","@types/yargs":"^17.0.8","@types/yargs-parser":"^20.2.1"}}
[20:57:48.326] Loaded content of '/home/euki/.cache/typescript/4.5/package-lock.json'
[20:57:48.337] Adding entry into typings cache: 'argparse' => '/home/euki/.cache/typescript/4.5/node_modules/@types/argparse/index.d.ts'
[20:57:48.339] Adding entry into typings cache: 'aria-query' => '/home/euki/.cache/typescript/4.5/node_modules/@types/aria-query/index.d.ts'
[20:57:48.340] Adding entry into typings cache: 'arr-diff' => '/home/euki/.cache/typescript/4.5/node_modules/@types/arr-diff/index.d.ts'
[20:57:48.342] Adding entry into typings cache: 'arr-union' => '/home/euki/.cache/typescript/4.5/node_modules/@types/arr-union/index.d.ts'
[20:57:48.343] Adding entry into typings cache: 'array-unique' => '/home/euki/.cache/typescript/4.5/node_modules/@types/array-unique/index.d.ts'
[20:57:48.345] Adding entry into typings cache: 'array.prototype.flat' => '/home/euki/.cache/typescript/4.5/node_modules/@types/array.prototype.flat/index.d.ts'
[20:57:48.347] Adding entry into typings cache: 'array.prototype.flatmap' => '/home/euki/.cache/typescript/4.5/node_modules/@types/array.prototype.flatmap/index.d.ts'
[20:57:48.350] Adding entry into typings cache: 'asap' => '/home/euki/.cache/typescript/4.5/node_modules/@types/asap/index.d.ts'
[20:57:48.351] Adding entry into typings cache: 'atob' => '/home/euki/.cache/typescript/4.5/node_modules/@types/atob/index.d.ts'
[20:57:48.353] Adding entry into typings cache: 'babel__core' => '/home/euki/.cache/typescript/4.5/node_modules/@types/babel__core/index.d.ts'
[20:57:48.354] Adding entry into typings cache: 'babel__preset-env' => '/home/euki/.cache/typescript/4.5/node_modules/@types/babel__preset-env/index.d.ts'
[20:57:48.356] Adding entry into typings cache: 'balanced-match' => '/home/euki/.cache/typescript/4.5/node_modules/@types/balanced-match/index.d.ts'
[20:57:48.359] Adding entry into typings cache: 'bcrypt' => '/home/euki/.cache/typescript/4.5/node_modules/@types/bcrypt/index.d.ts'
[20:57:48.361] Adding entry into typings cache: 'body-parser' => '/home/euki/.cache/typescript/4.5/node_modules/@types/body-parser/index.d.ts'
[20:57:48.363] Adding entry into typings cache: 'brace-expansion' => '/home/euki/.cache/typescript/4.5/node_modules/@types/brace-expansion/index.d.ts'
[20:57:48.367] Adding entry into typings cache: 'braces' => '/home/euki/.cache/typescript/4.5/node_modules/@types/braces/index.d.ts'
[20:57:48.369] Adding entry into typings cache: 'bser' => '/home/euki/.cache/typescript/4.5/node_modules/@types/bser/index.d.ts'
[20:57:48.371] Adding entry into typings cache: 'buffer-from' => '/home/euki/.cache/typescript/4.5/node_modules/@types/buffer-from/index.d.ts'
[20:57:48.373] Adding entry into typings cache: 'call-bind' => '/home/euki/.cache/typescript/4.5/node_modules/@types/call-bind/index.d.ts'
[20:57:48.374] Adding entry into typings cache: 'camelcase-css' => '/home/euki/.cache/typescript/4.5/node_modules/@types/camelcase-css/index.d.ts'
[20:57:48.377] Adding entry into typings cache: 'caniuse-lite' => '/home/euki/.cache/typescript/4.5/node_modules/@types/caniuse-lite/index.d.ts'
[20:57:48.379] Adding entry into typings cache: 'co' => '/home/euki/.cache/typescript/4.5/node_modules/@types/co/index.d.ts'
[20:57:48.383] Adding entry into typings cache: 'color-convert' => '/home/euki/.cache/typescript/4.5/node_modules/@types/color-convert/index.d.ts'
[20:57:48.385] Adding entry into typings cache: 'color-name' => '/home/euki/.cache/typescript/4.5/node_modules/@types/color-name/index.d.ts'
[20:57:48.386] Adding entry into typings cache: 'combined-stream' => '/home/euki/.cache/typescript/4.5/node_modules/@types/combined-stream/index.d.ts'
[20:57:48.387] Adding entry into typings cache: 'component-emitter' => '/home/euki/.cache/typescript/4.5/node_modules/@types/component-emitter/index.d.ts'
[20:57:48.388] Adding entry into typings cache: 'concat-map' => '/home/euki/.cache/typescript/4.5/node_modules/@types/concat-map/index.d.ts'
[20:57:48.389] Adding entry into typings cache: 'config' => '/home/euki/.cache/typescript/4.5/node_modules/@types/config/index.d.ts'
[20:57:48.390] Adding entry into typings cache: 'convert-source-map' => '/home/euki/.cache/typescript/4.5/node_modules/@types/convert-source-map/index.d.ts'
[20:57:48.391] Adding entry into typings cache: 'core-js' => '/home/euki/.cache/typescript/4.5/node_modules/@types/core-js/index.d.ts'
[20:57:48.393] Adding entry into typings cache: 'cors' => '/home/euki/.cache/typescript/4.5/node_modules/@types/cors/index.d.ts'
[20:57:48.394] Adding entry into typings cache: 'cross-spawn' => '/home/euki/.cache/typescript/4.5/node_modules/@types/cross-spawn/index.d.ts'
[20:57:48.394] Adding entry into typings cache: 'css' => '/home/euki/.cache/typescript/4.5/node_modules/@types/css/index.d.ts'
[20:57:48.395] Adding entry into typings cache: 'cssesc' => '/home/euki/.cache/typescript/4.5/node_modules/@types/cssesc/index.d.ts'
[20:57:48.396] Adding entry into typings cache: 'cssom' => '/home/euki/.cache/typescript/4.5/node_modules/@types/cssom/index.d.ts'
[20:57:48.397] Adding entry into typings cache: 'cssstyle' => '/home/euki/.cache/typescript/4.5/node_modules/@types/cssstyle/index.d.ts'
[20:57:48.398] Adding entry into typings cache: 'damerau-levenshtein' => '/home/euki/.cache/typescript/4.5/node_modules/@types/damerau-levenshtein/index.d.ts'
[20:57:48.401] Adding entry into typings cache: 'data-urls' => '/home/euki/.cache/typescript/4.5/node_modules/@types/data-urls/index.d.ts'
[20:57:48.403] Adding entry into typings cache: 'debug' => '/home/euki/.cache/typescript/4.5/node_modules/@types/debug/index.d.ts'
[20:57:48.404] Adding entry into typings cache: 'decode-uri-component' => '/home/euki/.cache/typescript/4.5/node_modules/@types/decode-uri-component/index.d.ts'
[20:57:48.404] Adding entry into typings cache: 'dedent' => '/home/euki/.cache/typescript/4.5/node_modules/@types/dedent/index.d.ts'
[20:57:48.405] Adding entry into typings cache: 'define-properties' => '/home/euki/.cache/typescript/4.5/node_modules/@types/define-properties/index.d.ts'
[20:57:48.407] Adding entry into typings cache: 'defined' => '/home/euki/.cache/typescript/4.5/node_modules/@types/defined/index.d.ts'
[20:57:48.408] Adding entry into typings cache: 'detective' => '/home/euki/.cache/typescript/4.5/node_modules/@types/detective/index.d.ts'
[20:57:48.409] Adding entry into typings cache: 'didyoumean' => '/home/euki/.cache/typescript/4.5/node_modules/@types/didyoumean/index.d.ts'
[20:57:48.411] Adding entry into typings cache: 'dir-glob' => '/home/euki/.cache/typescript/4.5/node_modules/@types/dir-glob/index.d.ts'
[20:57:48.412] Adding entry into typings cache: 'dlv' => '/home/euki/.cache/typescript/4.5/node_modules/@types/dlv/index.d.ts'
[20:57:48.413] Adding entry into typings cache: 'doctrine' => '/home/euki/.cache/typescript/4.5/node_modules/@types/doctrine/index.d.ts'
[20:57:48.414] Adding entry into typings cache: 'domexception' => '/home/euki/.cache/typescript/4.5/node_modules/@types/domexception/index.d.ts'
[20:57:48.415] Adding entry into typings cache: 'end-of-stream' => '/home/euki/.cache/typescript/4.5/node_modules/@types/end-of-stream/index.d.ts'
[20:57:48.415] Adding entry into typings cache: 'es-abstract' => '/home/euki/.cache/typescript/4.5/node_modules/@types/es-abstract/index.d.ts'
[20:57:48.416] Adding entry into typings cache: 'es-to-primitive' => '/home/euki/.cache/typescript/4.5/node_modules/@types/es-to-primitive/index.d.ts'
[20:57:48.417] Adding entry into typings cache: 'escodegen' => '/home/euki/.cache/typescript/4.5/node_modules/@types/escodegen/index.d.ts'
[20:57:48.419] Adding entry into typings cache: 'eslint' => '/home/euki/.cache/typescript/4.5/node_modules/@types/eslint/index.d.ts'
[20:57:48.419] Adding entry into typings cache: 'eslint-config-prettier' => '/home/euki/.cache/typescript/4.5/node_modules/@types/eslint-config-prettier/index.d.ts'
[20:57:48.421] Adding entry into typings cache: 'eslint-scope' => '/home/euki/.cache/typescript/4.5/node_modules/@types/eslint-scope/index.d.ts'
[20:57:48.422] Adding entry into typings cache: 'eslint-utils' => '/home/euki/.cache/typescript/4.5/node_modules/@types/eslint-utils/index.d.ts'
[20:57:48.423] Adding entry into typings cache: 'eslint-visitor-keys' => '/home/euki/.cache/typescript/4.5/node_modules/@types/eslint-visitor-keys/index.d.ts'
[20:57:48.423] Adding entry into typings cache: 'esprima' => '/home/euki/.cache/typescript/4.5/node_modules/@types/esprima/index.d.ts'
[20:57:48.424] Adding entry into typings cache: 'esquery' => '/home/euki/.cache/typescript/4.5/node_modules/@types/esquery/index.d.ts'
[20:57:48.425] Adding entry into typings cache: 'estraverse' => '/home/euki/.cache/typescript/4.5/node_modules/@types/estraverse/index.d.ts'
[20:57:48.427] Adding entry into typings cache: 'esutils' => '/home/euki/.cache/typescript/4.5/node_modules/@types/esutils/index.d.ts'
[20:57:48.427] Adding entry into typings cache: 'exit' => '/home/euki/.cache/typescript/4.5/node_modules/@types/exit/index.d.ts'
[20:57:48.429] Adding entry into typings cache: 'express' => '/home/euki/.cache/typescript/4.5/node_modules/@types/express/index.d.ts'
[20:57:48.430] Adding entry into typings cache: 'fast-levenshtein' => '/home/euki/.cache/typescript/4.5/node_modules/@types/fast-levenshtein/index.d.ts'
